required_skills,candidate_skills,expected_gap
"Market Research, Valuation, Team Leadership, Contract Drafting, Google Cloud, Employee Engagement, C++, Power BI, Critical Thinking","C++, CA, CI/CD, Communication, Contract Drafting, Critical Thinking, Google Cloud, Market Research, Power BI, Strategic Planning, Team Leadership, Time Management","Valuation, Employee Engagement"
"Data Analysis, C++, Doctor, Advocate, CA, Lawyer, PyTorch, Data Warehousing, Chartered Accountant, Intellectual Property Law","Advocate, Audit, CA, Chartered Accountant, Data Warehousing, Doctor, IFRS, Intellectual Property Law, SEO, SQL, Training and Development","Data Analysis, C++, PyTorch"
"Git, Supply Chain Management, JavaScript, Flask, Internal Medicine, Performance Management, Node.js","Brand Strategy, Clinical Research, Financial Analysis, Flask, Git, JavaScript, Lawyer, Negotiation, Node.js, Performance Management, Supply Chain Management",Internal Medicine
"B2C Sales, FastAPI, Negotiation, Email Marketing, Angular, PHP, Performance Marketing","Angular, B2B Sales, B2C Sales, FastAPI, Negotiation, PHP, Performance Marketing, Supply Chain Management, Surgery, Swift",Email Marketing
"HR, Git, Swift, FastAPI, Node.js, .NET Core, CRM, Python, Agile",".NET Core, Agile, CA, CRM, Corporate Finance, Git, HR, Marketing Analytics, Node.js, Online Marketing, Python, Swift",FastAPI
"Git, Equity Research, Online Marketing, Presentation Skills, SEM, CI/CD, Account Executive","Account Executive, CI/CD, Containerization, Data Analysis, Git, Kotlin, Online Marketing, Presentation Skills, SEM",Equity Research
"Project Management, Bookkeeping, Spark, Spring Boot, Docker, Negotiation, Corporate Finance, Doctor, Ruby, Google Ads","Bookkeeping, Compensation and Benefits, Containerization, Corporate Finance, Doctor, GAAP, Google Ads, Negotiation, Program Management, Prospecting, Spark, Spring Boot",Ruby
"Compensation and Benefits, Negotiation Skills, Corporate Finance, Patient Examination, Clinical Research, .NET, Advocate, Critical Thinking",".NET, Arbitration, Clinical Research, Compensation and Benefits, Corporate Finance, Critical Thinking, Django, Forecasting, Lawyer, Negotiation Skills, Patient Examination",
"Clinical Research, Presentation Skills, Key Account Management, Civil Law, Diagnosis, Surgery, Project Management, React, Process Improvement","ASP.NET, Civil Law, Diagnosis, Key Account Management, Linux, Portfolio Management, Presentation Skills, Process Improvement","Clinical Research, Surgery, Project Management, React"
"Communication, Portfolio Management, Medical Practitioner, Data Analysis, Google Ads, Swift","Communication, Contract Drafting, Data Analysis, Google Ads, Medical Practitioner, Portfolio Management, Project Management, Swift",
"Key Account Management, Leadership, Talent Acquisition, Orthopedics, Teamwork, Django, Medical Ethics, Agile","Agile, Business Development, Django, Key Account Management, Leadership, Medical Ethics, Orthopedics, Teamwork",Talent Acquisition
"Employee Engagement, Criminal Law, Intellectual Property Law, Negotiation Skills, .NET, Contract Drafting, ETL",".NET, Contract Drafting, Creativity, Criminal Law, ETL, Employee Engagement, Intellectual Property Law, Negotiation Skills",
"Diagnosis, Docker, C++, Training and Development, C#, Python, Account Executive, Audit, Supply Chain Management","Audit, Business Development, C#, C++, Diagnosis, Python, Scrum, Supply Chain Management, Training and Development, Valuation",Docker
"R, Bookkeeping, Azure, Internal Medicine, GCP, Creativity, Orthopedics","Azure, Bookkeeping, Creativity, Human Resources, Internal Medicine, Marketing Analytics, Patient Examination, R","GCP, Orthopedics"
"Patient Examination, HR, Performance Management, Diagnosis, Online Marketing, Market Research, CI/CD, Attorney","Attorney, CI/CD, Diagnosis, Human Resources, Lead Generation, Market Research, Online Marketing, Patient Examination, Performance Management",
"Radiology, Medical Ethics, Vue, ETL, Training and Development, PHP","Arbitration, Corporate Law, Medical Ethics, PHP, Process Improvement, Training and Development","Radiology, Vue, ETL"
"Clinical Research, MLOps, Spring Boot, Pediatrics, Google Cloud, Data Engineering, Key Account Management, Google Ads","Advocate, Clinical Research, Contract Drafting, Data Engineering, Google Ads, Key Account Management, MLOps, Machine Learning, Pediatrics, Spring Boot, Taxation",Google Cloud
"Patient Examination, Lawyer, Recruitment, Tableau, Forecasting, C#, Clinical Research, Communication, Spring Boot, .NET","ASP.NET, C#, Clinical Research, Corporate Law, Forecasting, Kubernetes, Lawyer, Patient Examination, Recruitment, Spring Boot, Tableau",Communication
"Tableau, Corporate Law, Content Marketing, Containerization, Problem Solving, Contract Drafting, Data Warehousing, Medical Practitioner",".NET Core, Compliance, Content Marketing, Contract Drafting, Corporate Law, Data Warehousing, Docker, JavaScript, Medical Practitioner, Problem Solving, Social Media Marketing, Tableau",
"Attorney, DevOps, Google Cloud, Swift, Financial Reporting, Vue, Business Development","Attorney, Azure, Business Development, DevOps, Docker, Product Management","Google Cloud, Swift, Financial Reporting, Vue"
"GAAP, PyTorch, Clinical Research, Email Marketing, Intellectual Property Law, Deep Learning, HR","Clinical Research, Email Marketing, HR, Intellectual Property Law, Machine Learning, Taxation","GAAP, PyTorch"
"Salesforce, Logistics, Presentation Skills, Adaptability, SQL, Clinical Research, Flask, ETL","Adaptability, Business Development, C#, Clinical Research, ETL, Flask, Git, Presentation Skills, Salesforce, Swift","Logistics, SQL"
"Kubernetes, Online Marketing, Terraform, Legal Research, Training and Development, Problem Solving, TensorFlow","Certified Public Accountant, Kubernetes, Legal Research, Online Marketing, Problem Solving, TensorFlow, Terraform, Training and Development",
"HR, Django, Git, React, Project Management, Lead Generation, Data Analysis, CA, ASP.NET","C#, CA, Data Analysis, Django, Git, Human Resources, Lead Generation, Presentation Skills, Program Management, React, Taxation",
"Recruitment, Go, Physician, TensorFlow, Java, MLOps, DevOps, Change Management, Data Warehousing, SEM","Data Analysis, Data Warehousing, DevOps, Diagnosis, Equity Research, Go, Java, MLOps, Physician, Process Improvement, Recruitment","TensorFlow, Change Management, SEM"
"Corporate Finance, Performance Management, Lead Generation, Civil Law, B2B Sales, IFRS, Valuation, Ruby, Internal Medicine, MLOps","Chartered Accountant, Derivatives, Go, IFRS, Lawyer, MLOps, Performance Management, Prospecting, Ruby, Valuation","Corporate Finance, Civil Law, B2B Sales, Internal Medicine"
"AWS, C++, Forecasting, Product Management, C#, Containerization, Python, Communication, Scrum, Compliance","AWS, C#, C++, Civil Law, Communication, Compliance, Kubernetes, Product Management, Python, Scrum, Valuation",Forecasting
"Risk Management, Marketing Analytics, SEO, Social Media Marketing, Salesforce, Diagnosis, B2B Sales, Problem Solving, Criminal Law","Azure, Chartered Accountant, Diagnosis, ETL, Marketing Analytics, Problem Solving, Python, SEO, Salesforce, Vue","Risk Management, Social Media Marketing, B2B Sales, Criminal Law"
"Human Resources, Key Account Management, Tableau, Change Management, Performance Management, Marketing Analytics, Closing Deals","CI/CD, Change Management, Closing Deals, Doctor, Key Account Management, Marketing Analytics, Performance Management, Talent Acquisition","Human Resources, Tableau"
"Medical Ethics, Leadership, Mediation, NLP, Negotiation Skills, Vue","Change Management, Critical Thinking, Equity Research, FastAPI, Google Cloud, Mediation, Medical Ethics, NLP, Vue","Leadership, Negotiation Skills"
"Salesforce, Human Resources, Social Media Marketing, Attorney, Physician, GAAP, Tableau, Medical Practitioner, Product Management","ASP.NET, Advocate, Business Development, Civil Law, HR, Medical Practitioner, Product Management, Prospecting, Salesforce, Social Media Marketing, Tableau, Time Management",GAAP
"Marketing Analytics, Leadership, Forecasting, ETL, Derivatives, Medical Ethics, Market Research, HR, B2C Sales","Adaptability, B2C Sales, Change Management, Compensation and Benefits, Derivatives, ETL, Financial Reporting, Forecasting, Leadership, Market Research, Marketing Analytics, Medical Ethics, Node.js",HR
"Talent Acquisition, Presentation Skills, Strategic Planning, SEO, Terraform, Spark, Negotiation Skills, NoSQL","Accounting, Advocate, Angular, Financial Analysis, Negotiation Skills, NoSQL, Presentation Skills, Ruby, SEM, Spark, Strategic Planning, Talent Acquisition, Terraform",
"SEM, B2B Sales, Financial Analysis, Spark, Key Account Management, Criminal Law, Terraform, Radiology, Kubernetes, Git","B2B Sales, Bookkeeping, Criminal Law, Git, Key Account Management, Radiology, SEM, Terraform, Time Management, Training and Development","Financial Analysis, Spark, Kubernetes"
"Problem Solving, Contract Drafting, Deep Learning, Compensation and Benefits, Spark, Google Cloud","Compensation and Benefits, Diagnosis, Google Cloud, Human Resources, MLOps, Machine Learning, Problem Solving, Spark, Tableau, Talent Acquisition",Contract Drafting
"Kotlin, Creativity, Radiology, Internal Medicine, SEO, Time Management, Supply Chain Management",".NET Core, C#, Financial Analysis, Internal Medicine, Kotlin, SEM, Supply Chain Management, Time Management","Creativity, Radiology"
"GAAP, R, Diagnosis, Linux, Litigation, Deep Learning, Go, Node.js","Civil Law, Corporate Finance, Deep Learning, Diagnosis, GAAP, Go, Linux, Node.js, R, Sales",Litigation
"Portfolio Management, Financial Analysis, Node.js, Taxation, Arbitration, Performance Management","Critical Thinking, Data Engineering, Financial Analysis, Negotiation, Node.js, Portfolio Management, Taxation, Valuation","Arbitration, Performance Management"
"Presentation Skills, Agile, Pediatrics, Ruby, Employee Engagement, Compensation and Benefits","Accounting, Agile, Contract Drafting, Employee Engagement, Pediatrics, Power BI, Presentation Skills, Ruby",Compensation and Benefits
"Medical Ethics, Jenkins, Physician, Process Improvement, Performance Marketing, Chartered Accountant, Ruby, Internal Medicine, Go, Taxation","Chartered Accountant, Communication, Go, Internal Medicine, Jenkins, Logistics, Medical Ethics, Performance Marketing, Physician, Process Improvement, Ruby, SQL, Taxation, TensorFlow",
"SEM, Surgery, Teamwork, Scrum, Machine Learning, AWS, Closing Deals, Problem Solving","Arbitration, Attorney, Change Management, Closing Deals, Google Ads, Machine Learning, Problem Solving, Ruby, SEM, Scrum, Surgery, Teamwork",AWS
"Business Development, Compensation and Benefits, Tableau, Arbitration, Logistics, GCP, Diagnosis, NLP, PyTorch, Strategic Planning","Business Development, Compensation and Benefits, Corporate Finance, Docker, GCP, Logistics, NLP, PyTorch, Python, Strategic Planning, Tableau","Arbitration, Diagnosis"
"Diagnosis, HR, CI/CD, Audit, C++, CRM, NoSQL, Data Warehousing","Audit, Bookkeeping, C++, CI/CD, CRM, Clinical Research, Communication, Data Warehousing, Diagnosis, NoSQL",HR
"Online Marketing, Accounting, Human Resources, Compensation and Benefits, Key Account Management, IFRS, Radiology","Azure, Budgeting, Chartered Accountant, Compensation and Benefits, Human Resources, IFRS, Key Account Management, Market Research, Mediation, Performance Marketing, Radiology",
"C++, Process Improvement, Google Cloud, Mediation, Azure, Flask, Accounting, GAAP, Lawyer","Accounting, Azure, Flask, GAAP, GCP, Mediation, Presentation Skills, Process Improvement, SQL, Valuation","C++, Lawyer"
"Creativity, Linux, CI/CD, Medical Ethics, TypeScript, Corporate Law, Problem Solving, SQL, Advocate, Corporate Finance","CI/CD, Compliance, Corporate Law, Creativity, Google Ads, Linux, Medical Ethics, TypeScript","Problem Solving, SQL, Advocate, Corporate Finance"
"Performance Marketing, Corporate Law, Key Account Management, Human Resources, Linux, Computer Vision, Financial Analysis, IFRS, Equity Research, Training and Development","Business Development, Computer Vision, Corporate Law, Diagnosis, Equity Research, HR, IFRS, Investment Analysis, Key Account Management, Linux, NoSQL, Physician, SQL","Performance Marketing, Training and Development"
"Business Development, Financial Reporting, Online Marketing, Presentation Skills, Change Management, JavaScript","Business Development, Change Management, Containerization, Data Engineering, Equity Research, JavaScript, Presentation Skills, Training and Development","Financial Reporting, Online Marketing"
"C#, Critical Thinking, Certified Public Accountant, AWS, Medical Practitioner, Swift, Leadership, Time Management",".NET, AWS, Adaptability, Brand Strategy, Certified Public Accountant, Critical Thinking, Doctor, Google Cloud, Marketing Analytics, TypeScript","Swift, Leadership, Time Management"
"Lawyer, Containerization, ETL, Change Management, FastAPI, GAAP, Swift, Docker","Change Management, Containerization, FastAPI, GAAP, GCP, Lawyer, Patient Examination, Swift",ETL
"Medical Practitioner, Corporate Law, Presentation Skills, Compensation and Benefits, Surgery, Contract Drafting, Data Analysis","Chartered Accountant, Compensation and Benefits, Contract Drafting, Corporate Law, Data Analysis, Doctor, Logistics, Negotiation","Presentation Skills, Surgery"
"Scrum, .NET Core, Leadership, Employee Engagement, Surgery, Google Cloud",".NET Core, Attorney, Closing Deals, ETL, Employee Engagement, Google Cloud, Leadership, SQL, Scrum, Surgery",
